"source_system","source_archive_path","source_file","conversation_id","title","create_time","update_time","model_slug","is_archived","is_starred","is_temporary_chat","is_read_only","approximate_message_count","observed_roles","primary_domain","domain_matches","keyword_matches","sensitivity_flags","extraction_run_date","promotion_status"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a5e76b-200c-8328-abec-91e93910d5b4","Venice Power Layout Redesign","2026-03-02T19:40:57Z","2026-03-02T20:07:10Z","gpt-5-2","false","","false","","32","assistant|system|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|capital|investor|investment|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a6035c-4d0c-832f-abde-45e911e99cb7","Infrastructure Diagram Feedback","2026-03-02T21:38:49Z","2026-03-02T21:46:50Z","gpt-5-2","false","","false","","12","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|capital|investor|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a387a0-0738-8328-9b3e-38673dd5bc21","DGEI Canvas Layout Prompt","2026-03-01T00:27:16Z","2026-03-02T22:19:16Z","gpt-5-2","false","","false","","15","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Legal_Papering|AI_Systems_Command_Layer","dgei|compute|redline|chatgpt|prompt","legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a60ce8-d5f8-832b-97d8-153f7c68bb4e","Campus Layout Feedback","2026-03-02T22:19:24Z","2026-03-02T22:55:38Z","gpt-5-2","false","","false","","98","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|data center|investment|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a60579-0444-832a-8f39-447fe06ff8de","DGEI Model Review","2026-03-02T21:47:40Z","2026-03-02T23:59:11Z","gpt-5-2","false","","false","","32","assistant|system|tool|user","DGEI","DGEI|Capital_Strategy|AI_Systems_Command_Layer","dgei|capital|claude|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a7649a-ed14-8325-b357-e1216f17ea44","Brad's Potential Contribution","2026-03-03T22:46:13Z","2026-03-03T22:48:36Z","gpt-5-2","false","","false","","14","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute","dgei|data center","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a8398f-dea0-832e-9a26-8583bc72c242","Meeting Prep with QAI","2026-03-04T13:54:35Z","2026-03-05T19:56:52Z","gpt-5-3","false","","false","","58","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Legal_Papering|Capital_Strategy","dgei|dg energy|dg energy & infrastructure|qumulus|qumulusai|qai|compute|loi|capital|investor","investor_capital_sensitive|legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69aadcd7-7500-8333-87dc-972191aea680","Modular Micro-Utility Data Centers","2026-03-06T13:55:37Z","2026-03-06T14:41:02Z","gpt-5-3","false","","false","","29","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|data center|capital|investor|investment|claude|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69affef1-5e2c-8332-a7e7-651b7cd8140f","Meeting Invite Update","2026-03-10T11:23:14Z","2026-03-10T15:59:35Z","gpt-5-3","false","","false","","24","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Personal_Operations","dgei|dg energy|dg energy & infrastructure|qai|data center|calendar","partner_consent_required|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69b716a3-c9a0-832c-b1ed-1e5ce1f0f9f2","Power Supercycle Waves","2026-03-15T20:29:27Z","2026-03-15T22:03:23Z","gpt-5-3","false","","false","","11","assistant|system|tool","DGEI","DGEI|QumulusAI_VFG_Compute|Legal_Papering|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|data center|contract|capital|investment|prompt","investor_capital_sensitive|legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69a38816-48e8-8325-9459-e2cf78f2d5a2","DGEI Campus Site Plan","2026-03-01T00:28:09Z","2026-03-18T14:51:30Z","gpt-5-2","false","","false","","10","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|data center|capital|investment|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69b1b3c3-1c34-8333-8875-92284c86ee7c","DGEI - Flywheel Diagram","2026-03-11T18:26:13Z","2026-03-18T14:59:39Z","gpt-5-3","false","","false","","20","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|data center|capital|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69b303f9-477c-832a-81f8-d9ee97b00141","DGEI - From Molecule to Machine","2026-03-12T18:20:41Z","2026-03-18T16:21:43Z","gpt-5-3","false","","false","","52","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy","dgei|dg energy|dg energy & infrastructure|nvidia|compute|capital|investor","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bc6254-a1b4-832f-8c07-a1faba2a9a0b","Site Plan Rendering Request","2026-03-19T20:54:00Z","2026-03-19T21:20:37Z","gpt-5-3","false","","false","","23","assistant|system|tool|user","DGEI","DGEI|SBR_HUB_Benefits|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|hub|data center|capital|investor|investment|claude|prompt","investor_capital_sensitive|partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bdb70b-c050-832c-a943-b3bc01068c34","DGEI Ecosystem Integration","2026-03-20T21:07:42Z","2026-03-20T21:10:02Z","gpt-5-3","false","","false","","15","assistant|system|user","DGEI","DGEI","dgei","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bec05b-6608-8330-80c4-26fa7ab585e5","AI Value Chain Integration","2026-03-21T15:59:35Z","2026-03-21T20:19:05Z","gpt-5-3","false","","false","","77","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dg energy|dg energy & infrastructure|compute|data center|capital|investment|equity|claude|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bf1713-8a30-8333-86dd-e848d18b4542","Matt's Response Analysis","2026-03-21T22:09:55Z","2026-03-22T11:56:07Z","gpt-5-3","false","","false","","64","assistant|system|tool|user","DGEI","DGEI|SBR_HUB_Benefits|Capital_Strategy|AI_Systems_Command_Layer","dgei|sbr|hub|equity|claude|prompt","investor_capital_sensitive|partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69c008ee-ac7c-8329-8844-d336f981a38d","Transitioning to DG Energy","2026-03-22T15:21:43Z","2026-03-22T15:42:34Z","gpt-5-3","false","","false","","16","assistant|system|user","DGEI","DGEI|SBR_HUB_Benefits|Legal_Papering|Personal_Operations","dg energy|sbr|hub|employee benefits|benefits|insurance|contract|private","legal_sensitive|partner_consent_required|personal_private|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69c00f9e-89e8-8325-8cdd-a7af616c3644","DGE&I Risk","2026-03-22T15:50:18Z","2026-03-22T15:57:08Z","gpt-5-3","false","","false","","15","assistant|system|tool|user","DGEI","DGEI|SBR_HUB_Benefits|Capital_Strategy","dgei|sbr|hub|investor","investor_capital_sensitive|partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69c3a853-2ec0-832b-ab0e-e8bfeadb93cc","Google Pitch Deck Strategy","2026-03-25T09:18:52Z","2026-03-25T09:37:19Z","gpt-5-3","false","","false","","17","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|dg energy|dg energy & infrastructure|data center|capital|raise|claude|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69c5371e-fd54-832d-8df6-fbe18e9e87c9","DGEI Platform Presentation","2026-03-26T13:39:44Z","2026-03-26T13:40:57Z","gpt-5-3","false","","false","","8","assistant|system|tool|user","DGEI","DGEI","dgei","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bc58c4-311c-832d-9cee-ef4e19dd5d3d","St. Paul Opportunity","2026-03-19T20:13:59Z","2026-03-26T14:58:04Z","gpt-5-3","false","","false","","49","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|compute|capital|investor|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69c3d435-ae2c-832d-9931-866276089726","CP&IO Role as Industrial Engine","2026-03-25T12:28:03Z","2026-03-26T19:21:38Z","gpt-5-3","false","","false","","76","assistant|system|tool|user","DGEI","DGEI|Legal_Papering|Capital_Strategy|AI_Systems_Command_Layer","dgei|dg energy|dg energy & infrastructure|loi|investor|investment|claude|memory|prompt|agent","investor_capital_sensitive|legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69c7c9f1-c968-832e-a367-c7cdd14bc195","AI Power Architecture V3","2026-03-28T12:30:43Z","2026-03-28T12:32:37Z","gpt-5-3","false","","false","","10","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|Personal_Operations","dgei|data center|investor|task","investor_capital_sensitive|partner_consent_required|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69cbbf2e-35c0-832e-b234-502cecbff878","Screen Sharing Alternatives","2026-03-31T12:34:35Z","2026-03-31T12:50:58Z","gpt-5-3","false","","false","","22","assistant|system|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|Personal_Operations|AI_Systems_Command_Layer","dgei|compute|capital|investor|private|task|claude|prompt","investor_capital_sensitive|partner_consent_required|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69bc5e99-93a8-8329-821e-9448808ba374","St. Paul Site Power Update","2026-03-19T20:38:00Z","2026-03-31T18:29:57Z","gpt-5-3","false","","false","","45","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|Capital_Strategy|AI_Systems_Command_Layer","dgei|qumulus|qumulusai|qai|compute|data center|capital|investor|investment|claude|prompt","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69cc654b-65a0-8326-8a30-0702882868f9","Email Pitch to AI Expert","2026-04-01T00:23:38Z","2026-04-01T00:31:48Z","gpt-5-3","false","","false","","21","assistant|system|tool|user","DGEI","DGEI|Personal_Operations","dgei|dg energy|dg energy and infrastructure|dg energy & infrastructure|personal","partner_consent_required|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69cea99e-6bcc-832d-9658-4bc06ef54340","TurboQuant Impact on DGEI","2026-04-02T17:39:09Z","2026-04-02T17:45:29Z","gpt-5-3","false","","false","","27","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|AI_Systems_Command_Layer","dgei|data center|memory","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69cbf957-5f48-8333-905e-227a14239c6c","Identifying Yancey Bros. Contact","2026-03-31T16:42:30Z","2026-04-08T15:28:33Z","gpt-5-3","false","","false","","30","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute|AI_Systems_Command_Layer","dgei|data center|claude|prompt","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-005.json","69aff6d9-a5e8-8330-a015-6c428138edeb","DGEI Platform Ecosystem","2026-03-10T10:49:03Z","2026-04-13T19:42:33Z","gpt-5-3","false","","false","","306","assistant|system|tool|user","DGEI","DGEI|Capital_Strategy|Personal_Operations|AI_Systems_Command_Layer","dgei|capital|investment|equity|spv|personal|private|claude|prompt","investor_capital_sensitive|partner_consent_required|personal_private","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69dd49c9-9cd8-83ea-a30a-f914e2195cd4","Corporate Architecture Update","2026-04-13T19:53:51Z","2026-04-13T20:03:36Z","gpt-5-3","false","","false","","13","assistant|system|tool|user","DGEI","DGEI|QumulusAI_VFG_Compute","dg energy|dg energy & infrastructure|compute","partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69e1fcd4-4254-83ea-be94-b38a6d99f7eb","Formalizing Advisory Role","2026-04-17T09:27:36Z","2026-04-17T10:19:37Z","gpt-5-3","false","","false","","39","assistant|system|tool|user","DGEI","DGEI|Legal_Papering|Capital_Strategy|AI_Systems_Command_Layer","dgei|contract|investment|equity|claude|prompt","investor_capital_sensitive|legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69e74326-5bc8-83ea-a0c1-afc398b9c413","Claude for DGE&I Build","2026-04-21T09:28:41Z","2026-04-21T09:36:45Z","gpt-5-3","false","","false","","14","assistant|system|user","DGEI","DGEI|AI_Systems_Command_Layer|Code_Repo_Work","dg energy|dg energy and infrastructure|claude|prompt|build","code_repo_sensitive|partner_consent_required|promotion_candidate","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-006.json","69f2c39b-7818-83ea-9fc9-51d914010865","PDF Conversion for Matt","2026-04-30T02:51:20Z","2026-04-30T02:52:42Z","gpt-5-3","false","","false","","18","assistant|system|tool|user","DGEI","DGEI|Capital_Strategy","dgei|capital|investor","investor_capital_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-007.json","6a036a61-e144-83ea-a02d-75447b302d0a","DGEI Cushman Updates","2026-05-12T18:00:04Z","2026-05-12T18:00:20Z","gpt-5-5","false","","false","","25","assistant|system|tool|user","DGEI","DGEI|Legal_Papering","dgei|contract","legal_sensitive|partner_consent_required","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","696919a7-a528-8330-a092-36d9f358533e","Hybrid Approach for Benefits","2026-01-15T16:45:30Z","2026-02-04T12:22:26Z","gpt-5-2","false","","false","","24","assistant|system|user","Georgia_Benefits_Group","Georgia_Benefits_Group|SBR_HUB_Benefits|QumulusAI_VFG_Compute|Personal_Operations","georgia benefits group|benefits|hosting|personal|family|travel|calendar","partner_consent_required|personal_private|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","6984e188-924c-832d-84af-77cf4061f254","Logo Design Inquiry","2026-02-05T18:29:30Z","2026-02-05T18:34:04Z","gpt-4o","false","","false","","12","assistant|system|tool|user","Georgia_Benefits_Group","Georgia_Benefits_Group|SBR_HUB_Benefits|AI_Systems_Command_Layer","georgia benefits group|gbg|employee benefits|benefits|insurance|prompt","partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","6996fb9f-ca30-832d-8808-8c0a02fb786b","Fusion Health Strategy","2026-02-19T12:01:39Z","2026-02-19T12:28:15Z","gpt-5-2","false","","false","","49","assistant|system|tool|user","Georgia_Benefits_Group","Georgia_Benefits_Group|SBR_HUB_Benefits","georgia benefits group|gbg|benefits|insurance","partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
"ChatGPT","C:\Users\dpc\Oak Ridge Management(1)\Oak Ridge Management - Documents\09_AI_Systems\ChatGPT_Export\Raw\6983b8f97d5512829399371574d104cdfd9ecd2ee5a5ebf50cdbdf3da8b6aac5-2026-05-16-12-56-21-249ce10772524f68bfa173bea492c753.zip","conversations-004.json","6984dfd5-4b2c-8331-857f-eb63a629e41f","GBG Description","2026-02-05T18:22:26Z","2026-02-24T19:55:59Z","gpt-5-2","false","","false","","31","assistant|system|user","Georgia_Benefits_Group","Georgia_Benefits_Group|SBR_HUB_Benefits|AI_Systems_Command_Layer","georgia benefits group|gbg|employee benefits|benefits|prompt","partner_consent_required|sbr_hub_sensitive","2026-05-17","Raw / Unreviewed"
